contig_id,proteins
biochar_1793,29
biochar_1795,35
biochar_1796,36
biochar_1797,46
biochar_1799,54
biochar_1803,44
biochar_1805,27
biochar_1807,66
biochar_1808,30
biochar_1809,32
biochar_1810,27
biochar_1815,28
biochar_1817,38
biochar_1819,23
biochar_1821,34
biochar_1822,27
biochar_1824,32
biochar_1825,25
biochar_1827,34
biochar_1829,45
biochar_183,89
biochar_1830,40
biochar_1832,30
biochar_1837,46
biochar_1839,39
biochar_184,85
biochar_1842,50
biochar_1843,28
biochar_1844,24
biochar_1845,25
biochar_1846,40
biochar_185,81
biochar_1853,57
biochar_1855,22
biochar_1858,35
biochar_1859,47
biochar_186,82
biochar_1860,29
biochar_1861,44
biochar_1862,30
biochar_1865,39
biochar_1866,18
biochar_1867,33
biochar_1868,26
biochar_187,80
biochar_1870,68
biochar_1872,53
biochar_1873,29
biochar_1874,27
biochar_1875,23
biochar_1876,34
biochar_1877,40
biochar_1878,51
biochar_1880,34
biochar_1881,53
biochar_1883,26
biochar_1885,44
biochar_1887,35
biochar_1889,28
biochar_1890,27
biochar_1892,31
biochar_1897,40
biochar_19,172
biochar_1900,38
biochar_1901,36
biochar_1904,23
biochar_1905,23
biochar_1906,26
biochar_1909,27
biochar_1911,63
biochar_1916,31
biochar_1917,33
biochar_1919,43
biochar_1920,41
biochar_1922,24
biochar_1925,39
biochar_1926,19
biochar_1927,22
biochar_1930,25
biochar_1932,35
biochar_1933,48
biochar_1934,29
biochar_1936,30
biochar_1938,38
biochar_1940,24
biochar_1942,38
biochar_1944,28
biochar_1945,33
biochar_1948,30
biochar_195,78
biochar_1950,32
biochar_1954,25
biochar_1956,18
biochar_196,85
biochar_1961,30
biochar_1962,28
biochar_1965,31
biochar_1969,29
biochar_1970,32
biochar_1971,22
biochar_1974,21
biochar_1975,52
biochar_1976,25
biochar_1978,36
biochar_198,98
biochar_1981,30
biochar_1985,41
biochar_1986,28
biochar_1987,19
biochar_1988,29
biochar_199,96
biochar_1991,27
biochar_1992,33
biochar_1993,22
biochar_1997,23
biochar_1998,34
biochar_1999,29
biochar_2,244
biochar_200,72
biochar_2003,32
biochar_2008,22
biochar_2011,15
biochar_2014,30
biochar_2017,31
biochar_202,99
biochar_2020,35
biochar_2026,29
biochar_2027,21
biochar_2028,39
biochar_203,91
biochar_2031,41
biochar_2033,22
biochar_2034,28
biochar_2035,32
biochar_2036,33
biochar_2039,24
biochar_2040,29
biochar_2041,19
biochar_2043,27
biochar_2044,30
biochar_2045,22
biochar_2046,29
biochar_2047,30
biochar_2048,43
biochar_2051,29
biochar_2052,32
biochar_2053,26
biochar_2056,27
biochar_2057,28
biochar_2058,32
biochar_2059,22
biochar_2064,34
biochar_2069,26
biochar_2073,33
biochar_2075,21
biochar_2077,39
biochar_2079,28
biochar_208,87
biochar_2080,36
biochar_2082,24
biochar_2083,32
biochar_2084,32
biochar_2085,31
biochar_2086,29
biochar_2087,28
biochar_209,98
biochar_2091,34
biochar_2092,36
biochar_2093,33
biochar_2094,35
biochar_2095,22
biochar_2098,35
biochar_21,144
biochar_2100,51
biochar_2101,21
biochar_2104,28
biochar_2107,41
biochar_2108,20
biochar_2109,37
biochar_211,94
biochar_2110,38
biochar_2111,28
biochar_2112,34
biochar_2114,24
biochar_2115,34
biochar_2119,29
biochar_2121,30
biochar_2123,42
biochar_2126,42
biochar_2129,19
biochar_2133,28
biochar_2134,27
biochar_2135,30
biochar_2136,27
biochar_2137,31
biochar_2141,25
biochar_2142,28
biochar_2144,23
biochar_2145,30
biochar_2150,28
biochar_2153,34
biochar_2158,22
biochar_2164,26
biochar_2167,36
biochar_2168,36
biochar_2169,31
biochar_2170,34
biochar_2171,23
biochar_2176,25
biochar_2178,18
biochar_2181,32
biochar_2182,29
biochar_2184,33
biochar_2185,42
biochar_2187,25
biochar_2188,20
biochar_2189,24
biochar_219,112
biochar_2191,22
biochar_2192,30
biochar_2193,41
biochar_2198,25
biochar_2199,25
biochar_22,149
biochar_220,79
biochar_2200,25
biochar_2201,42
biochar_2202,40
biochar_2203,29
biochar_2204,44
biochar_2208,22
biochar_2209,23
biochar_221,76
biochar_2210,35
biochar_2211,26
biochar_2213,18
biochar_2214,25
biochar_2215,24
biochar_2217,23
biochar_222,79
biochar_2221,25
biochar_2222,29
biochar_2223,25
biochar_2229,16
biochar_2230,31
biochar_2231,22
biochar_2232,23
biochar_2233,25
biochar_2238,19
biochar_2239,20
biochar_2240,32
biochar_2247,31
biochar_2249,33
biochar_2250,33
biochar_2252,41
biochar_2253,26
biochar_2254,20
biochar_2255,25
biochar_2256,27
biochar_2262,18
biochar_2264,29
biochar_2265,24
biochar_2267,45
biochar_2269,40
biochar_227,73
biochar_2271,37
biochar_2273,25
biochar_2278,23
biochar_2279,27
biochar_228,101
biochar_2280,29
biochar_2281,26
biochar_2283,22
biochar_2284,18
biochar_2285,31
biochar_229,88
biochar_2291,25
biochar_2292,30
biochar_2295,24
biochar_2296,38
biochar_2297,27
biochar_2299,34
biochar_23,148
biochar_230,93
biochar_2300,23
biochar_2302,29
biochar_2303,22
biochar_2305,22
biochar_2307,28
biochar_2308,20
biochar_231,76
biochar_2311,40
biochar_2314,31
biochar_2316,20
biochar_2318,26
biochar_2319,41
biochar_2321,32
biochar_2323,30
biochar_2326,22
biochar_2329,20
biochar_233,70
biochar_2334,59
biochar_2335,26
biochar_2338,23
biochar_2339,22
biochar_234,94
biochar_2345,27
biochar_2346,23
biochar_235,97
biochar_2351,37
biochar_2353,50
biochar_2355,35
biochar_2356,30
biochar_2360,37
biochar_2361,31
biochar_2363,25
biochar_2366,29
biochar_2367,20
biochar_2369,20
biochar_2370,29
biochar_2376,21
biochar_2377,41
biochar_2378,23
biochar_238,89
biochar_2380,21
biochar_2381,26
biochar_2385,19
biochar_2386,27
biochar_2389,29
biochar_2390,28
biochar_2391,35
biochar_2393,19
biochar_2394,31
biochar_2395,26
biochar_2396,26
biochar_2398,24
biochar_24,140
biochar_2400,23
biochar_2401,20
biochar_2402,24
biochar_2404,20
biochar_2405,24
biochar_2406,26
biochar_2407,18
biochar_2408,20
biochar_2409,34
biochar_241,65
biochar_2411,33
biochar_2412,29
biochar_2413,27
biochar_2414,16
biochar_2415,29
biochar_2417,24
biochar_2418,25
biochar_242,100
biochar_2420,25
biochar_2421,26
biochar_2423,33
biochar_2425,27
biochar_2427,15
biochar_2429,27
biochar_243,80
biochar_2431,26
biochar_2435,26
biochar_2436,21
biochar_2437,22
biochar_2438,28
biochar_2440,41
biochar_2441,38
biochar_2445,17
biochar_2447,34
biochar_2448,18
biochar_2449,22
biochar_245,101
biochar_2452,19
biochar_2453,14
biochar_2455,38
biochar_2459,27
biochar_2462,30
biochar_2467,48
biochar_2471,29
biochar_2473,42
biochar_2475,21
biochar_2476,38
biochar_2478,19
biochar_2479,18
biochar_248,83
biochar_2480,27
biochar_2483,38
biochar_2484,22
biochar_2485,22
biochar_2489,23
biochar_249,73
biochar_2492,26
biochar_2493,22
biochar_2495,32
biochar_2496,21
biochar_2498,25
biochar_2499,23
biochar_25,116
biochar_2504,20
biochar_2505,24
biochar_2506,34
biochar_2507,26
biochar_2512,24
biochar_2514,28
biochar_2516,31
biochar_2517,26
biochar_2522,27
biochar_2523,24
biochar_2525,21
biochar_2527,23
biochar_2531,23
biochar_2533,29
biochar_2539,25
biochar_254,87
biochar_2541,33
biochar_2545,27
biochar_2546,26
biochar_2548,28
biochar_255,77
biochar_2553,27
biochar_2555,28
biochar_2557,23
biochar_2559,22
biochar_2560,33
biochar_2562,30
biochar_2568,27
biochar_2569,29
biochar_257,83
biochar_2570,34
biochar_2571,22
biochar_2572,30
biochar_2574,24
biochar_2575,22
biochar_2577,35
biochar_2579,31
biochar_2580,17
biochar_2581,21
biochar_2583,25
biochar_2593,16
biochar_2594,20
biochar_2598,25
biochar_26,188
biochar_260,101
biochar_2600,27
biochar_2601,24
biochar_2602,25
biochar_2603,21
biochar_2604,25
biochar_2605,41
biochar_2609,20
biochar_261,90
biochar_2610,27
biochar_2611,23
biochar_2612,33
biochar_2613,27
biochar_2616,22
biochar_2617,30
biochar_2619,28
biochar_262,96
biochar_2620,20
biochar_2621,17
biochar_2625,31
biochar_2626,29
biochar_2627,42
biochar_2628,24
biochar_263,70
biochar_2632,20
biochar_2634,31
biochar_264,83
biochar_2640,30
biochar_2641,20
biochar_2642,30
biochar_2644,23
biochar_2649,21
biochar_265,79
biochar_2650,30
biochar_2651,28
biochar_2652,18
biochar_2654,41
biochar_2656,28
biochar_266,68
biochar_2662,24
biochar_2663,26
biochar_2667,16
biochar_2669,26
biochar_267,71
biochar_2670,27
biochar_2671,32
biochar_2673,27
biochar_2674,36
biochar_2675,29
biochar_2677,26
biochar_2679,28
biochar_268,75
biochar_2681,21
biochar_2682,15
biochar_2683,23
biochar_2686,26
biochar_2687,20
biochar_2689,21
biochar_2690,27
biochar_2692,30
biochar_2693,27
biochar_2695,26
biochar_2696,22
biochar_2699,26
biochar_27,190
biochar_2702,20
biochar_2703,14
biochar_2704,23
biochar_2706,28
biochar_2707,30
biochar_271,73
biochar_2715,22
biochar_2718,22
biochar_272,91
biochar_2720,24
biochar_2726,34
biochar_2729,22
biochar_273,79
biochar_2732,35
biochar_2734,29
biochar_2735,20
biochar_2736,30
biochar_2738,37
biochar_274,70
biochar_2747,17
biochar_2749,17
biochar_2750,22
biochar_2751,18
biochar_2753,20
biochar_2757,21
biochar_2762,17
biochar_2764,34
biochar_2765,27
biochar_2767,18
biochar_2768,32
biochar_2769,25
biochar_277,64
biochar_2770,19
biochar_2771,34
biochar_2772,26
biochar_2773,21
biochar_2777,23
biochar_2778,14
biochar_2779,38
biochar_278,89
biochar_2782,25
biochar_2787,25
biochar_2789,38
biochar_279,104
biochar_2791,21
biochar_2796,19
biochar_28,93
biochar_2801,21
biochar_2804,22
biochar_2809,35
biochar_2812,31
biochar_2814,32
biochar_2816,28
biochar_2819,26
biochar_282,96
biochar_2821,24
biochar_2823,20
biochar_2825,43
biochar_2826,15
biochar_283,67
biochar_2832,30
biochar_2833,20
biochar_2835,23
biochar_2836,22
biochar_2837,22
biochar_2839,20
biochar_284,86
biochar_2841,33
biochar_2844,23
biochar_2845,25
biochar_2847,15
biochar_2848,13
biochar_285,77
biochar_2850,27
biochar_2858,16
biochar_2860,19
biochar_2862,23
biochar_2865,35
biochar_2867,20
biochar_287,86
biochar_2871,19
biochar_2872,29
biochar_2873,18
biochar_2874,24
biochar_288,86
biochar_2881,24
biochar_2882,24
biochar_2883,17
biochar_2884,19
biochar_2885,22
biochar_2886,25
biochar_289,69
biochar_2893,18
biochar_2895,29
biochar_2896,23
biochar_2898,42
biochar_2899,26
biochar_29,136
biochar_290,92
biochar_2900,23
biochar_2901,28
biochar_2902,17
biochar_2904,24
biochar_2906,33
biochar_2908,22
biochar_291,92
biochar_2911,19
biochar_2912,18
biochar_2914,23
biochar_2917,26
biochar_292,85
biochar_2922,19
biochar_2923,27
biochar_2925,30
biochar_293,84
biochar_2931,18
biochar_2938,20
biochar_2939,20
biochar_294,84
biochar_2940,31
biochar_2941,19
biochar_2943,27
biochar_2945,21
biochar_295,66
biochar_2953,17
biochar_2954,22
biochar_2956,18
biochar_2957,22
biochar_296,60
biochar_2960,27
biochar_2964,25
biochar_2966,25
biochar_2968,38
biochar_2969,19
biochar_2970,23
biochar_2972,20
biochar_2974,27
biochar_2976,19
biochar_2977,19
biochar_2978,37
biochar_2979,33
biochar_2981,23
biochar_2983,19
biochar_2984,13
biochar_2987,14
biochar_2992,29
biochar_2998,20
biochar_300,99
biochar_3000,16
biochar_3001,20
biochar_3004,23
biochar_301,71
biochar_3010,21
biochar_3011,21
biochar_3015,23
biochar_3016,17
biochar_3022,25
biochar_3023,34
biochar_3024,22
biochar_3025,28
biochar_303,82
biochar_3031,26
biochar_3032,32
biochar_3033,25
biochar_3039,19
biochar_304,77
biochar_3040,22
biochar_3041,23
biochar_3047,25
biochar_3048,18
biochar_305,83
biochar_3050,19
biochar_3051,19
biochar_3052,16
biochar_3053,24
biochar_3055,27
biochar_3056,36
biochar_3059,31
biochar_3061,19
biochar_3067,23
biochar_3068,27
biochar_3069,23
biochar_307,92
biochar_3070,37
biochar_3071,31
biochar_3072,34
biochar_3073,47
biochar_3075,43
biochar_3077,17
biochar_308,75
biochar_3082,23
biochar_3087,17
biochar_3088,23
biochar_3092,26
biochar_3094,18
biochar_3095,33
biochar_3096,25
biochar_31,139
biochar_310,94
biochar_3100,23
biochar_3102,37
biochar_3104,30
biochar_3106,26
biochar_3109,15
biochar_311,76
biochar_3110,22
biochar_3111,12
biochar_3112,21
biochar_3113,25
biochar_3116,23
biochar_3118,30
biochar_3119,25
biochar_312,59
biochar_3120,20
biochar_3123,22
biochar_3126,14
biochar_3128,28
biochar_3129,19
biochar_313,78
biochar_3130,41
biochar_3135,27
biochar_3136,23
biochar_314,93
biochar_3142,22
biochar_3149,18
biochar_3150,20
biochar_3151,18
biochar_3154,32
biochar_3159,16
biochar_316,87
biochar_3160,21
biochar_3162,21
biochar_3163,21
biochar_3164,22
biochar_3165,19
biochar_3166,21
biochar_3167,23
biochar_3168,24
biochar_317,75
biochar_3171,17
biochar_3172,20
biochar_3173,23
biochar_3174,28
biochar_3176,16
biochar_3177,24
biochar_318,79
biochar_3180,18
biochar_3184,17
biochar_3187,12
biochar_3189,13
biochar_319,55
biochar_3190,14
biochar_3191,25
biochar_3192,11
biochar_3193,25
biochar_3194,14
biochar_3196,16
biochar_3198,38
biochar_3202,19
biochar_3203,29
biochar_3205,26
biochar_3206,26
biochar_3207,22
biochar_3209,17
biochar_3212,28
biochar_3213,14
biochar_3214,25
biochar_3215,16
biochar_3217,14
biochar_3218,19
biochar_3225,15
biochar_3227,19
biochar_3229,16
biochar_3232,30
biochar_3235,22
biochar_3237,22
biochar_324,75
biochar_3240,17
biochar_3242,47
biochar_3244,22
biochar_3245,36
biochar_3249,16
biochar_325,74
biochar_3253,16
biochar_3257,18
biochar_3258,10
biochar_3259,27
biochar_326,81
biochar_3264,20
biochar_3266,19
biochar_3269,20
biochar_3272,17
biochar_3273,25
biochar_3274,22
biochar_3275,21
biochar_3278,31
biochar_3284,35
biochar_3286,20
biochar_329,72
biochar_3290,15
biochar_3291,18
biochar_3293,22
biochar_3297,33
biochar_3299,21
biochar_33,142
biochar_330,74
biochar_3300,22
biochar_3303,27
biochar_3305,24
biochar_3307,32
biochar_3308,34
biochar_331,84
biochar_3310,23
biochar_3313,37
biochar_3315,15
biochar_3318,20
biochar_3319,25
biochar_332,80
biochar_3321,28
biochar_3322,19
biochar_3324,18
biochar_3326,24
biochar_3328,26
biochar_3329,30
biochar_333,79
biochar_3330,17
biochar_3334,15
biochar_3335,15
biochar_334,71
biochar_3341,24
biochar_3342,13
biochar_3345,21
biochar_3346,23
biochar_3348,21
biochar_335,82
biochar_3350,22
biochar_3353,15
biochar_3354,21
biochar_3355,26
biochar_3359,24
biochar_3361,21
biochar_3362,13
biochar_3363,14
biochar_3364,43
biochar_3365,15
biochar_3369,33
biochar_337,66
biochar_3371,20
biochar_3374,27
biochar_3377,15
biochar_3378,20
biochar_338,74
biochar_3383,17
biochar_3385,20
biochar_3386,21
biochar_3387,36
biochar_339,76
biochar_3390,33
biochar_3391,18
biochar_3394,21
biochar_3395,12
biochar_3399,26
biochar_34,122
biochar_3400,24
biochar_3405,24
biochar_3407,19
biochar_3408,23
biochar_3409,15
biochar_341,79
biochar_3410,25
biochar_3411,31
biochar_3412,22
biochar_3417,21
biochar_3419,32
biochar_342,69
biochar_3420,20
biochar_3421,41
biochar_3422,38
biochar_3423,28
biochar_3427,18
biochar_3428,22
biochar_3430,13
biochar_3431,21
biochar_3433,28
biochar_3434,27
biochar_3436,18
biochar_3437,17
biochar_344,65
biochar_3446,13
biochar_3447,27
biochar_3448,21
biochar_345,81
biochar_3455,18
biochar_346,79
biochar_3460,32
biochar_3463,13
biochar_3466,27
biochar_3469,17
biochar_347,78
biochar_3470,21
biochar_3474,17
biochar_3477,16
biochar_3478,21
biochar_348,85
biochar_3480,11
biochar_3482,20
biochar_3483,29
biochar_3486,22
biochar_3490,16
biochar_3492,20
biochar_3496,15
biochar_3498,21
biochar_35,99
biochar_3501,24
biochar_3503,20
biochar_3504,17
biochar_3508,19
biochar_3509,24
biochar_3510,19
biochar_3511,27
biochar_352,93
biochar_3520,21
biochar_3522,21
biochar_3523,20
biochar_3528,23
biochar_3529,15
biochar_3534,20
biochar_3535,16
biochar_3538,24
biochar_354,77
biochar_3544,23
biochar_3546,18
biochar_3549,10
biochar_355,83
biochar_3551,26
biochar_3552,21
biochar_356,68
biochar_3561,25
biochar_3567,19
biochar_3571,13
biochar_3574,16
biochar_3575,22
biochar_3576,19
biochar_3577,19
biochar_3581,16
biochar_3584,23
biochar_3587,23
biochar_3589,32
biochar_3590,19
biochar_3591,17
biochar_3592,22
biochar_3593,15
biochar_3594,18
biochar_3596,16
biochar_3598,26
biochar_360,77
biochar_3601,31
biochar_3602,18
biochar_3603,29
biochar_3605,24
biochar_3607,22
biochar_3609,33
biochar_3611,17
biochar_3612,21
biochar_3618,10
biochar_3623,19
biochar_3624,20
biochar_3626,14
biochar_3627,23
biochar_3629,22
biochar_363,81
biochar_3630,14
biochar_3631,28
biochar_3632,28
biochar_3633,30
biochar_3635,12
biochar_3639,22
biochar_364,59
biochar_3640,20
biochar_3643,26
biochar_3645,29
biochar_365,106
biochar_3650,15
biochar_3653,16
biochar_3657,20
biochar_366,87
biochar_3660,13
biochar_3662,30
biochar_3663,16
biochar_3664,30
biochar_3665,13
biochar_3669,16
biochar_367,77
biochar_3675,19
biochar_3678,15
biochar_3679,18
biochar_368,76
biochar_3682,25
biochar_3683,11
biochar_3684,18
biochar_3687,17
biochar_3688,22
biochar_369,73
biochar_3691,15
biochar_3692,35
biochar_3693,8
biochar_37,129
biochar_3700,26
biochar_3701,24
biochar_3702,22
biochar_3703,33
biochar_3704,14
biochar_3707,18
biochar_3714,24
biochar_3715,17
biochar_372,70
biochar_3724,10
biochar_3727,26
biochar_3730,14
biochar_3731,23
biochar_3735,13
biochar_3736,20
biochar_3737,24
biochar_3738,32
biochar_3739,33
biochar_3740,19
biochar_3741,20
biochar_3746,12
biochar_3748,16
biochar_3749,15
biochar_375,73
biochar_3751,16
biochar_3753,34
biochar_3754,13
biochar_3758,20
biochar_3759,24
biochar_3760,16
biochar_3761,21
biochar_377,70
biochar_3772,20
biochar_3775,22
biochar_3778,16
biochar_3779,38
biochar_3781,14
biochar_3783,17
biochar_3785,18
biochar_3787,16
biochar_3789,16
biochar_379,34
biochar_3793,28
biochar_3795,19
biochar_3798,16
biochar_3799,23
biochar_38,114
biochar_380,80
biochar_3800,19
biochar_3801,19
biochar_3805,15
biochar_3809,20
biochar_381,72
biochar_3810,16
biochar_3811,14
biochar_3812,22
biochar_3814,27
biochar_3816,25
biochar_3817,16
biochar_3819,19
biochar_382,71
biochar_3820,19
biochar_3822,22
biochar_3824,15
biochar_3828,20
biochar_3831,18
biochar_3832,18
biochar_3834,24
biochar_3836,18
biochar_3837,17
biochar_3838,19
biochar_3839,19
biochar_384,78
biochar_3841,12
biochar_3842,28
biochar_3844,32
biochar_3849,18
biochar_385,78
biochar_3850,17
biochar_3855,22
biochar_3857,14
biochar_3858,19
biochar_386,70
biochar_3860,23
biochar_3861,28
biochar_3862,18
biochar_3863,19
biochar_3864,24
biochar_3865,21
biochar_3866,30
biochar_3867,23
biochar_3868,18
biochar_3871,14
biochar_3874,17
biochar_3875,18
biochar_3879,30
biochar_388,71
biochar_3883,16
biochar_3884,29
biochar_3885,20
biochar_3888,11
biochar_389,55
biochar_3897,9
biochar_390,69
biochar_3901,18
biochar_3903,39
biochar_3904,3
biochar_3906,42
biochar_3908,15
biochar_3911,14
biochar_3915,25
biochar_3916,22
biochar_392,72
biochar_3920,12
biochar_3925,21
biochar_3928,15
biochar_3929,23
biochar_393,74
biochar_3930,12
biochar_3931,12
biochar_3933,19
biochar_3935,29
biochar_3937,23
biochar_3938,18
biochar_3939,28
biochar_394,51
biochar_3940,27
biochar_395,89
biochar_3950,24
biochar_3951,17
biochar_3952,16
biochar_3953,21
biochar_3954,14
biochar_3957,26
biochar_3958,29
biochar_396,61
biochar_3961,28
biochar_3962,27
biochar_3963,19
biochar_3966,17
biochar_3967,18
biochar_3968,20
biochar_397,68
biochar_3970,22
biochar_3971,20
biochar_3979,21
biochar_398,65
biochar_3982,22
biochar_3983,15
biochar_3984,12
biochar_3987,17
biochar_3988,18
biochar_399,75
biochar_3992,24
biochar_3999,16
biochar_4,243
biochar_40,105
biochar_4000,17
biochar_4001,13
biochar_4002,18
biochar_4004,22
biochar_4005,24
biochar_4009,27
biochar_401,69
biochar_4012,22
biochar_4021,31
biochar_4024,18
biochar_4026,34
biochar_403,60
biochar_4030,15
biochar_4031,20
biochar_4032,16
biochar_4033,18
biochar_4035,17
biochar_4039,9
biochar_404,78
biochar_4040,14
biochar_4041,18
biochar_4042,20
biochar_4045,22
biochar_4048,33
biochar_405,77
biochar_4050,21
biochar_4053,16
biochar_4055,18
biochar_4059,24
biochar_4060,15
biochar_4061,24
biochar_4063,16
biochar_4065,15
biochar_4067,17
biochar_4077,29
biochar_4078,15
biochar_4079,16
biochar_4081,19
biochar_4082,27
biochar_4083,14
biochar_4084,17
biochar_4085,31
biochar_4095,16
biochar_4098,15
biochar_4099,20
biochar_410,49
biochar_4102,21
biochar_4103,14
biochar_4105,21
biochar_4107,26
biochar_4108,27
biochar_4109,19
biochar_4114,20
biochar_4117,17
biochar_4119,18
biochar_412,73
biochar_4121,18
biochar_4127,25
biochar_4129,23
biochar_413,81
biochar_4137,13
biochar_4140,15
biochar_4142,27
biochar_4145,15
biochar_4146,24
biochar_4148,31
biochar_4155,18
biochar_4157,17
biochar_4159,18
biochar_4161,29
biochar_4168,21
biochar_417,72
biochar_4171,16
biochar_4172,16
biochar_4176,24
biochar_4178,29
biochar_4189,16
biochar_419,80
biochar_4190,27
biochar_4191,23
biochar_4195,21
biochar_4196,14
biochar_4197,17
biochar_4199,18
biochar_42,127
biochar_420,78
biochar_4200,17
biochar_4204,15
biochar_4206,27
biochar_4208,17
biochar_421,70
biochar_4210,12
biochar_4211,21
biochar_4212,12
biochar_4216,14
biochar_422,80
biochar_4224,13
biochar_4225,21
biochar_4226,23
biochar_4228,16
biochar_423,62
biochar_4231,17
biochar_4232,23
biochar_4234,19
biochar_4238,21
biochar_4239,26
biochar_424,72
biochar_4240,18
biochar_4243,14
biochar_4245,14
biochar_4248,18
biochar_425,71
biochar_4254,16
biochar_4255,19
biochar_4256,5
biochar_4258,15
biochar_426,70
biochar_4263,18
biochar_4266,18
biochar_4275,20
biochar_4277,20
biochar_4278,26
biochar_4282,24
biochar_4283,18
biochar_4287,13
biochar_429,80
biochar_4292,17
biochar_4294,22
biochar_430,61
biochar_4300,23
biochar_4304,21
biochar_4305,14
biochar_4306,15
biochar_431,86
biochar_4311,21
biochar_4314,15
biochar_4315,15
biochar_4316,28
biochar_4318,12
biochar_432,81
biochar_4320,9
biochar_4321,12
biochar_4323,26
biochar_4329,16
biochar_433,65
biochar_4330,19
biochar_4331,15
biochar_4332,17
biochar_4333,24
biochar_4334,16
biochar_4337,22
biochar_4338,22
biochar_434,72
biochar_4341,33
biochar_4342,18
biochar_4344,26
biochar_4347,18
biochar_4349,14
biochar_435,53
biochar_4350,26
biochar_4352,25
biochar_4355,24
biochar_4359,14
biochar_4363,26
biochar_4366,20
biochar_4369,17
biochar_4370,15
biochar_4371,18
biochar_4373,13
biochar_4374,20
biochar_4389,18
biochar_4392,15
biochar_4394,14
biochar_4395,13
biochar_4396,14
biochar_4397,13
biochar_4398,6
biochar_44,89
biochar_4403,20
biochar_441,67
biochar_4412,16
biochar_4414,17
biochar_4418,14
biochar_442,75
biochar_4420,19
biochar_4422,28
biochar_4425,18
biochar_443,70
biochar_4431,17
biochar_4432,18
biochar_4434,18
biochar_4436,26
biochar_444,68
biochar_4440,18
biochar_4442,18
biochar_4444,16
biochar_4445,19
biochar_4446,16
biochar_4447,17
biochar_4450,21
biochar_4451,12
biochar_4453,26
biochar_4455,30
biochar_4459,26
biochar_4460,14
biochar_4462,25
biochar_4465,24
biochar_4468,14
biochar_447,59
biochar_4470,17
biochar_4472,17
biochar_4473,15
biochar_4474,19
biochar_4475,18
biochar_4478,22
biochar_4479,19
biochar_4482,16
biochar_4487,26
biochar_4489,32
biochar_449,86
biochar_4491,21
biochar_4492,17
biochar_4494,35
biochar_4498,15
biochar_4499,13
biochar_45,101
biochar_450,89
biochar_4502,24
biochar_4503,18
biochar_4506,23
biochar_451,57
biochar_4510,14
biochar_4511,35
biochar_4512,20
biochar_4513,19
biochar_4517,15
biochar_452,63
biochar_4520,15
biochar_4522,28
biochar_4523,26
biochar_4524,16
biochar_4527,27
biochar_453,77
biochar_4531,23
biochar_4532,18
biochar_4536,25
biochar_4538,21
biochar_4539,16
biochar_454,64
biochar_4543,14
biochar_4544,20
biochar_4546,16
biochar_4547,21
biochar_4549,34
biochar_455,61
biochar_4553,23
biochar_4554,14
biochar_4555,12
biochar_4557,29
biochar_4559,14
biochar_456,71
biochar_4568,23
biochar_4569,34
biochar_4570,17
biochar_4574,12
biochar_4575,23
biochar_4580,21
biochar_4588,18
biochar_4589,20
biochar_4591,9
biochar_4595,20
biochar_4596,13
biochar_4597,16
biochar_4598,33
biochar_4599,25
biochar_46,160
biochar_460,73
biochar_4602,11
biochar_4605,19
biochar_4606,15
biochar_4609,14
biochar_4611,19
biochar_4612,19
biochar_4613,10
biochar_4614,18
biochar_4615,23
biochar_4616,17
biochar_4620,18
biochar_4621,15
biochar_4625,20
biochar_4627,15
biochar_4628,14
biochar_463,72
biochar_4631,17
biochar_4632,16
biochar_4635,16
biochar_4638,17
biochar_464,52
biochar_4643,22
biochar_4645,18
biochar_4646,24
biochar_4648,14
biochar_465,68
biochar_4654,13
biochar_4656,16
biochar_4657,34
biochar_4659,18
biochar_466,62
biochar_4668,16
biochar_467,58
biochar_4670,11
biochar_4676,17
biochar_4678,21
biochar_468,81
biochar_4681,13
biochar_4684,31
biochar_4689,17
biochar_469,69
biochar_4692,28
biochar_4695,17
biochar_4696,17
biochar_4697,23
biochar_47,103
biochar_470,50
biochar_4701,12
biochar_4703,23
biochar_4705,19
biochar_471,74
biochar_4713,14
biochar_4718,16
biochar_4719,9
biochar_472,67
biochar_4720,8
biochar_4721,32
biochar_4724,20
biochar_4725,14
biochar_4727,12
biochar_473,69
biochar_4732,16
biochar_4735,13
biochar_4737,18
biochar_474,72
biochar_4741,7
biochar_4745,20
biochar_4747,24
biochar_4748,13
biochar_475,63
biochar_4750,23
biochar_4752,20
biochar_4753,21
biochar_4757,22
biochar_4758,20
biochar_476,74
biochar_4760,35
biochar_4761,12
biochar_4765,18
biochar_4766,21
biochar_4769,17
biochar_477,52
biochar_4772,22
biochar_4774,20
biochar_4776,18
biochar_478,66
biochar_4780,14
biochar_4781,11
biochar_4784,29
biochar_4787,12
biochar_4788,16
biochar_479,73
biochar_4791,27
biochar_4792,15
biochar_4796,25
biochar_4797,17
biochar_4799,12
biochar_48,125
biochar_480,65
biochar_4800,13
biochar_4801,17
biochar_4805,16
biochar_4807,18
biochar_4808,23
biochar_4809,15
biochar_4811,15
biochar_4812,16
biochar_4813,26
biochar_4815,16
biochar_4817,3
biochar_4818,20
biochar_482,69
biochar_4826,15
biochar_4828,14
biochar_483,59
biochar_4830,15
biochar_4831,21
biochar_4833,14
biochar_4835,13
biochar_484,85
biochar_4840,13
biochar_4841,16
biochar_4842,17
biochar_4843,14
biochar_4846,21
biochar_485,76
biochar_4855,10
biochar_4857,29
biochar_4859,23
