,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
3275,biochar_55,Unassigned,Unassigned,Unassigned,177_0,Clustered,5,VC_177_0,5,0.4851,0.99999959,0.4851,1,1,1,1.0
3276,biochar_5500,Unassigned,Unassigned,Unassigned,594_0,Clustered,3,VC_594_0,3,0.5984,0.96318086,0.5764,1,1,1,1.0
3277,biochar_5515,Unassigned,Unassigned,Unassigned,86_0,Clustered,11,VC_86_0,11,0.3759,1.0,0.3759,1,1,1,1.0
3278,biochar_5516,Unassigned,Unassigned,Unassigned,36_0,Clustered,40,VC_36_0,40,0.6832,1.0,0.6832,3,2,2,0.9859
3279,biochar_5526,Unassigned,Unassigned,Unassigned,233_0,Clustered,5,VC_233_0,5,0.2031,0.99203156,0.2015,1,1,1,0.9
3280,biochar_553,Unassigned,Unassigned,Unassigned,599_0,Clustered,2,VC_599_0,2,0.5862,0.81445332,0.4774,1,1,1,1.0
3281,biochar_5537,Unassigned,Unassigned,Unassigned,831_0,Clustered,2,VC_831_0,2,1.0,1.0,1.0,1,1,1,1.0
3282,biochar_5545,Unassigned,Unassigned,Unassigned,792_0,Clustered,2,VC_792_0,2,1.0,1.0,1.0,1,1,1,1.0
3283,biochar_555,Unassigned,Unassigned,Unassigned,85_0,Clustered,14,VC_85_0,14,0.516,1.0,0.516,1,1,1,1.0
3284,biochar_5551,Unassigned,Unassigned,Unassigned,452_0,Clustered,2,VC_452_0,2,0.2772,0.9262493,0.2568,1,1,1,1.0
3285,biochar_5552,Unassigned,Unassigned,Unassigned,690_0,Clustered,2,VC_690_0,2,0.7427,0.5,0.3714,1,1,1,1.0
3286,biochar_5553,Unassigned,Unassigned,Unassigned,439_0,Clustered,3,VC_439_0,3,0.6109,0.99470823,0.6077,1,1,1,1.0
3287,biochar_5557,Unassigned,Unassigned,Unassigned,569_0,Clustered,3,VC_569_0,3,0.5634,0.99188498,0.5588,1,1,1,1.0
3288,biochar_556,Unassigned,Unassigned,Unassigned,522_0,Clustered,2,VC_522_0,2,0.3966,0.90478487,0.3589,1,1,1,1.0
3289,biochar_5561,Unassigned,Unassigned,Unassigned,117_0,Clustered,3,VC_117_0,3,0.3718,0.99779512,0.371,1,1,1,1.0
3290,biochar_5562,Unassigned,Unassigned,Unassigned,782_0,Clustered,2,VC_782_0,2,1.0,1.0,1.0,1,1,1,1.0
3291,biochar_557,Unassigned,Unassigned,Unassigned,347_0,Clustered,2,VC_347_0,2,0.5317,0.72985431,0.3881,1,1,1,1.0
3292,biochar_5573,Unassigned,Unassigned,Unassigned,118_0,Clustered,4,VC_118_0,4,0.0366,0.54065891,0.0198,1,1,1,1.0
3293,biochar_558,Unassigned,Unassigned,Unassigned,591_0,Clustered,4,VC_591_0,4,0.9665,0.89435023,0.8644,1,1,1,1.0
3294,biochar_5582,Unassigned,Unassigned,Unassigned,754_0,Clustered,2,VC_754_0,2,1.0,1.0,1.0,1,1,1,1.0
3295,biochar_5583,Unassigned,Unassigned,Unassigned,701_0,Clustered,2,VC_701_0,2,0.7257,0.72985431,0.5296,1,1,1,1.0
3296,biochar_5587,Unassigned,Unassigned,Unassigned,574_0,Clustered,2,VC_574_0,2,0.5958,0.82711071,0.4928,1,2,2,1.0
3297,biochar_56,Unassigned,Unassigned,Unassigned,523_0,Clustered,2,VC_523_0,2,0.3302,0.91237788,0.3012,1,1,1,1.0
3298,biochar_5600,Unassigned,Unassigned,Unassigned,663_0,Clustered,2,VC_663_0,2,0.5224,0.81445332,0.4254,1,1,1,1.0
3299,biochar_5606,Unassigned,Unassigned,Unassigned,651_0,Clustered,2,VC_651_0,2,0.4745,0.85557782,0.406,1,1,1,1.0
3300,biochar_5609,Unassigned,Unassigned,Unassigned,490_0,Clustered,4,VC_490_0,4,0.8262,0.99910508,0.8255,1,1,1,1.0
3301,biochar_561,Unassigned,Unassigned,Unassigned,178_0,Clustered,20,VC_178_0,20,0.7787,1.0,0.7787,1,1,1,0.9474
3302,biochar_5612,Unassigned,Unassigned,Unassigned,657_0,Clustered,2,VC_657_0,2,0.31,0.5,0.155,1,1,1,1.0
3303,biochar_5614,Unassigned,Unassigned,Unassigned,160_0,Clustered,5,VC_160_0,5,0.6469,0.99996369,0.6469,1,1,1,1.0
3304,biochar_5616,Unassigned,Unassigned,Unassigned,215_0,Clustered,3,VC_215_0,3,0.2686,0.96752236,0.2599,1,1,1,1.0
3305,biochar_5617,Unassigned,Unassigned,Unassigned,688_0,Clustered,2,VC_688_0,2,0.7096,0.5,0.3548,1,1,1,1.0
3306,biochar_5620,Unassigned,Unassigned,Unassigned,389_0,Clustered,3,VC_389_0,3,0.4195,0.5,0.2097,1,1,1,1.0
3307,biochar_5629,Unassigned,Unassigned,Unassigned,700_0,Clustered,2,VC_700_0,2,0.4817,0.5,0.2408,1,1,1,1.0
3308,biochar_563,Unassigned,Unassigned,Unassigned,184_0,Clustered,13,VC_184_0,13,0.5849,1.0,0.5849,1,1,1,0.9872
3309,biochar_5631,Unassigned,Unassigned,Unassigned,127_0,Clustered,23,VC_127_0,23,0.6709,1.0,0.6709,1,2,2,1.0
3310,biochar_5632,Unassigned,Unassigned,Unassigned,160_0,Clustered,5,VC_160_0,5,0.6469,0.99996369,0.6469,1,1,1,1.0
3311,biochar_564,Unassigned,Unassigned,Unassigned,113_0,Clustered,13,VC_113_0,13,0.6337,1.0,0.6337,1,1,1,1.0
3312,biochar_5648,Unassigned,Unassigned,Unassigned,764_0,Clustered,2,VC_764_0,2,1.0,1.0,1.0,1,1,1,1.0
3313,biochar_565,Unassigned,Unassigned,Unassigned,542_0,Clustered,2,VC_542_0,2,0.2987,0.90478487,0.2703,1,1,1,1.0
3314,biochar_5653,Unassigned,Unassigned,Unassigned,773_0,Clustered,2,VC_773_0,2,1.0,1.0,1.0,1,1,1,1.0
3315,biochar_567,Unassigned,Unassigned,Unassigned,nan,Clustered,2,VC_733_0,2,0.6108,0.5,0.3054,1,1,1,1.0
3316,biochar_5673,Unassigned,Unassigned,Unassigned,733_0,Clustered,2,VC_733_0,2,0.6108,0.5,0.3054,1,1,1,1.0
3317,biochar_568,Unassigned,Unassigned,Unassigned,353_0,Clustered,5,VC_353_0,5,0.6077,0.99997736,0.6077,1,1,1,1.0
3318,biochar_5681,Unassigned,Unassigned,Unassigned,513_0,Clustered,6,VC_513_0,6,0.9196,0.80722668,0.7424,1,1,1,1.0
3319,biochar_569,Unassigned,Unassigned,Unassigned,398_0,Clustered,2,VC_398_0,2,0.1354,0.89257653,0.1209,1,1,1,1.0
3320,biochar_5699,Unassigned,Unassigned,Unassigned,799_0,Clustered,2,VC_799_0,2,1.0,1.0,1.0,1,1,1,1.0
3321,biochar_5703,Unassigned,Unassigned,Unassigned,568_0,Clustered,3,VC_568_0,3,0.9242,0.98211496,0.9077,1,1,1,1.0
3322,biochar_5705,Unassigned,Unassigned,Unassigned,204_0,Clustered,5,VC_204_0,5,0.3557,0.99670732,0.3545,1,1,1,1.0
3323,biochar_5706,Unassigned,Unassigned,Unassigned,384_0,Clustered,3,VC_384_0,3,0.2627,0.97295865,0.2556,1,1,1,1.0
3324,biochar_5715,Unassigned,Unassigned,Unassigned,612_0,Clustered,5,VC_612_0,5,1.0,1.0,1.0,1,1,1,1.0
3325,biochar_5717,Unassigned,Unassigned,Unassigned,566_0,Clustered,4,VC_566_0,4,0.9702,0.96662349,0.9378,1,1,1,1.0
3326,biochar_572,Unassigned,Unassigned,Unassigned,44_0,Clustered,32,VC_44_0,32,0.5828,1.0,0.5828,1,1,1,0.9738
3327,biochar_5728,Unassigned,Unassigned,Unassigned,422_0,Clustered,4,VC_422_0,4,0.9047,0.99880597,0.9036,1,1,1,1.0
3328,biochar_5729,Unassigned,Unassigned,Unassigned,495_0,Clustered,2,VC_495_0,2,0.4075,0.90478487,0.3687,1,1,1,1.0
3329,biochar_5737,Unassigned,Unassigned,Unassigned,504_0,Clustered,4,VC_504_0,4,0.5761,0.85801161,0.4943,1,1,1,1.0
3330,biochar_5741,Unassigned,Unassigned,Unassigned,668_0,Clustered,4,VC_668_0,4,1.0,1.0,1.0,1,1,1,1.0
3331,biochar_5746,Unassigned,Unassigned,Unassigned,193_0,Clustered,7,VC_193_0,7,0.3504,0.99999972,0.3504,1,1,1,1.0
3332,biochar_575,Unassigned,Unassigned,Unassigned,207_0,Clustered,8,VC_207_0,8,0.4877,1.0,0.4877,1,1,1,0.9643
3333,biochar_5750,Unassigned,Unassigned,Unassigned,825_0,Clustered,2,VC_825_0,2,1.0,1.0,1.0,1,1,1,1.0
3334,biochar_5755,Unassigned,Unassigned,Unassigned,610_0,Clustered,2,VC_610_0,2,0.3354,0.6381632,0.214,1,1,1,1.0
3335,biochar_5759,Unassigned,Unassigned,Unassigned,564_0,Clustered,3,VC_564_0,3,0.5985,0.9859071,0.59,1,1,1,1.0
3336,biochar_576,Unassigned,Unassigned,Unassigned,248_0,Clustered,3,VC_248_0,3,0.3875,0.99756058,0.3865,1,1,1,1.0
3337,biochar_5760,Unassigned,Unassigned,Unassigned,179_0,Clustered,3,VC_179_0,3,0.1597,0.99079769,0.1583,1,2,2,1.0
3338,biochar_5764,Unassigned,Unassigned,Unassigned,178_0,Clustered,20,VC_178_0,20,0.7787,1.0,0.7787,1,1,1,0.9474
3339,biochar_578,Unassigned,Unassigned,Unassigned,694_0,Clustered,2,VC_694_0,2,0.8156,0.5,0.4078,1,1,1,1.0
3340,biochar_5782,Unassigned,Unassigned,Unassigned,319_0,Clustered,4,VC_319_0,4,0.5315,0.99990234,0.5314,1,1,1,1.0
3341,biochar_5784,Unassigned,Unassigned,Unassigned,665_0,Clustered,3,VC_665_0,3,0.8248,0.9595722,0.7915,1,1,1,1.0
3342,biochar_5787,Unassigned,Unassigned,Unassigned,723_0,Clustered,2,VC_723_0,2,0.8603,0.72985431,0.6279,1,1,1,1.0
3343,biochar_5788,Unassigned,Unassigned,Unassigned,283_0,Clustered,15,VC_283_0,15,0.8394,0.99999999,0.8394,1,1,1,1.0
3344,biochar_5790,Unassigned,Unassigned,Unassigned,431_0,Clustered,3,VC_431_0,3,0.0783,0.91501898,0.0716,1,1,1,1.0
3345,biochar_5798,Unassigned,Unassigned,Unassigned,813_0,Clustered,2,VC_813_0,2,1.0,1.0,1.0,1,1,1,1.0
3346,biochar_580,Unassigned,Unassigned,Unassigned,504_0,Clustered,4,VC_504_0,4,0.5761,0.85801161,0.4943,1,1,1,1.0
3347,biochar_5805,Unassigned,Unassigned,Unassigned,178_0,Clustered,20,VC_178_0,20,0.7787,1.0,0.7787,1,1,1,0.9474
3348,biochar_581,Unassigned,Unassigned,Unassigned,643_0,Clustered,2,VC_643_0,2,0.7243,0.72985431,0.5286,1,1,1,1.0
3349,biochar_582,Unassigned,Unassigned,Unassigned,85_0,Clustered,14,VC_85_0,14,0.516,1.0,0.516,1,1,1,1.0
3350,biochar_5829,Unassigned,Unassigned,Unassigned,357_0,Clustered,2,VC_357_0,2,0.1468,0.9396546,0.138,1,1,1,1.0
3351,biochar_583,Unassigned,Unassigned,Unassigned,nan,Clustered,3,VC_620_0,3,0.8439,0.9595722,0.8098,1,1,1,1.0
3352,biochar_5839,Unassigned,Unassigned,Unassigned,620_0,Clustered,3,VC_620_0,3,0.8439,0.9595722,0.8098,1,1,1,1.0
3353,biochar_584,Unassigned,Unassigned,Unassigned,223_0,Clustered,3,VC_223_0,3,0.2172,0.99791623,0.2167,1,1,1,1.0
3354,biochar_5844,Unassigned,Unassigned,Unassigned,222_0,Clustered,11,VC_222_0,11,0.778,1.0,0.778,1,2,2,0.9636
3355,biochar_5848,Unassigned,Unassigned,Unassigned,835_0,Clustered,2,VC_835_0,2,1.0,1.0,1.0,1,1,1,1.0
3356,biochar_5855,Unassigned,Unassigned,Unassigned,189_0,Clustered,11,VC_189_0,11,0.7022,1.0,0.7022,1,1,1,1.0
3357,biochar_586,Unassigned,Unassigned,Unassigned,40_0,Clustered,3,VC_40_0,3,0.1171,0.99846084,0.1169,1,1,1,1.0
3358,biochar_5863,Unassigned,Unassigned,Unassigned,824_0,Clustered,2,VC_824_0,2,1.0,1.0,1.0,1,1,1,1.0
3359,biochar_5865,Unassigned,Unassigned,Unassigned,519_0,Clustered,7,VC_519_0,7,1.0,1.0,1.0,1,1,1,1.0
3360,biochar_587,Unassigned,Unassigned,Unassigned,184_0,Clustered,13,VC_184_0,13,0.5849,1.0,0.5849,1,1,1,0.9872
3361,biochar_5871,Unassigned,Unassigned,Unassigned,803_0,Clustered,2,VC_803_0,2,1.0,1.0,1.0,1,1,1,1.0
3362,biochar_5883,Unassigned,Unassigned,Unassigned,487_0,Clustered,2,VC_487_0,2,0.6236,0.90478487,0.5642,1,1,1,1.0
3363,biochar_5892,Unassigned,Unassigned,Unassigned,216_0,Clustered,4,VC_216_0,4,0.4123,0.99921684,0.412,1,1,1,1.0
3364,biochar_5894,Unassigned,Unassigned,Unassigned,600_0,Clustered,3,VC_600_0,3,0.7166,0.96662349,0.6926,1,1,1,1.0
3365,biochar_59,Unassigned,Unassigned,Unassigned,254_0,Clustered,2,VC_254_0,2,0.3796,0.9316795,0.3537,1,1,1,1.0
3366,biochar_590,Unassigned,Unassigned,Unassigned,nan,Clustered,2,VC_651_0,2,0.4745,0.85557782,0.406,1,1,1,1.0
3367,biochar_5909,Unassigned,Unassigned,Unassigned,651_0,Clustered,2,VC_651_0,2,0.4745,0.85557782,0.406,1,1,1,1.0
3368,biochar_5915,Unassigned,Unassigned,Unassigned,726_0,Clustered,3,VC_726_0,3,0.7988,0.72985431,0.583,1,1,1,1.0
3369,biochar_5916,Unassigned,Unassigned,Unassigned,439_0,Clustered,3,VC_439_0,3,0.6109,0.99470823,0.6077,1,1,1,1.0
3370,biochar_5919,Unassigned,Unassigned,Unassigned,668_0,Clustered,4,VC_668_0,4,1.0,1.0,1.0,1,1,1,1.0
3371,biochar_593,Unassigned,Unassigned,Unassigned,123_1,Clustered,8,VC_123_1,8,0.4085,1.0,0.4085,1,1,1,1.0
3372,biochar_5931,Unassigned,Unassigned,Unassigned,657_0,Clustered,2,VC_657_0,2,0.31,0.5,0.155,1,1,1,1.0
3373,biochar_5936,Unassigned,Unassigned,Unassigned,615_0,Clustered,2,VC_615_0,2,0.5677,0.85557782,0.4857,1,1,1,1.0
3374,biochar_594,Unassigned,Unassigned,Unassigned,294_0,Clustered,3,VC_294_0,3,0.3634,0.99783898,0.3626,1,1,1,1.0
3375,biochar_5941,Unassigned,Unassigned,Unassigned,452_0,Clustered,2,VC_452_0,2,0.2772,0.9262493,0.2568,1,1,1,1.0
3376,biochar_5942,Unassigned,Unassigned,Unassigned,99_0,Clustered,5,VC_99_0,5,0.4633,0.99999584,0.4633,1,1,1,1.0
3377,biochar_5944,Unassigned,Unassigned,Unassigned,36_0,Clustered,40,VC_36_0,40,0.6832,1.0,0.6832,3,2,2,0.9859
3378,biochar_5947,Unassigned,Unassigned,Unassigned,411_0,Clustered,4,VC_411_0,4,0.5921,0.98922187,0.5857,1,1,1,1.0
3379,biochar_5949,Unassigned,Unassigned,Unassigned,464_0,Clustered,4,VC_464_0,4,0.5797,0.99761502,0.5783,1,1,1,1.0
3380,biochar_595,Unassigned,Unassigned,Unassigned,729_0,Clustered,3,VC_729_0,3,1.0,1.0,1.0,1,1,1,1.0
3381,biochar_5951,Unassigned,Unassigned,Unassigned,126_0,Clustered,8,VC_126_0,8,0.5853,0.99999985,0.5853,1,1,1,0.9643
3382,biochar_5957,Unassigned,Unassigned,Unassigned,253_0,Clustered,2,VC_253_0,2,0.4892,0.87921671,0.4302,1,1,1,1.0
3383,biochar_5958,Unassigned,Unassigned,Unassigned,836_0,Clustered,2,VC_836_0,2,1.0,1.0,1.0,1,1,1,1.0
3384,biochar_5959,Unassigned,Unassigned,Unassigned,582_0,Clustered,3,VC_582_0,3,0.7429,0.87736094,0.6518,1,1,1,1.0
3385,biochar_5960,Unassigned,Unassigned,Unassigned,732_0,Clustered,2,VC_732_0,2,0.6489,0.72985431,0.4736,1,1,1,1.0
3386,biochar_5962,Unassigned,Unassigned,Unassigned,451_0,Clustered,5,VC_451_0,5,0.1662,0.72365778,0.1203,1,1,1,1.0
3387,biochar_5963,Unassigned,Unassigned,Unassigned,404_0,Clustered,4,VC_404_0,4,0.5769,0.99713665,0.5753,1,1,1,1.0
3388,biochar_597,Unassigned,Unassigned,Unassigned,207_0,Clustered,8,VC_207_0,8,0.4877,1.0,0.4877,1,1,1,0.9643
3389,biochar_599,Unassigned,Unassigned,Unassigned,202_0,Clustered,2,VC_202_0,2,0.2287,0.94513227,0.2162,1,1,1,1.0
3390,biochar_5992,Unassigned,Unassigned,Unassigned,833_0,Clustered,2,VC_833_0,2,1.0,1.0,1.0,1,1,1,1.0
3391,biochar_5996,Unassigned,Unassigned,Unassigned,283_0,Clustered,15,VC_283_0,15,0.8394,0.99999999,0.8394,1,1,1,1.0
3392,biochar_5997,Unassigned,Unassigned,Unassigned,665_0,Clustered,3,VC_665_0,3,0.8248,0.9595722,0.7915,1,1,1,1.0
3393,biochar_5998,Unassigned,Unassigned,Unassigned,720_0,Clustered,2,VC_720_0,2,0.952,0.5,0.476,1,1,1,1.0
3394,biochar_600,Unassigned,Unassigned,Unassigned,155_0,Clustered,11,VC_155_0,11,0.5166,1.0,0.5166,1,1,1,1.0
3395,biochar_601,Unassigned,Unassigned,Unassigned,nan,Clustered,2,VC_532_0,2,0.0989,0.59870633,0.0592,1,2,2,1.0
3396,biochar_6012,Unassigned,Unassigned,Unassigned,532_0,Clustered,2,VC_532_0,2,0.0989,0.59870633,0.0592,1,2,2,1.0
3397,biochar_602,Unassigned,Unassigned,Unassigned,462_0,Clustered,4,VC_462_0,4,0.6704,0.99979666,0.6703,1,1,1,1.0
3398,biochar_6023,Unassigned,Unassigned,Unassigned,98_0,Clustered,2,VC_98_0,2,0.2145,0.94413632,0.2025,1,1,1,1.0
3399,biochar_6025,Unassigned,Unassigned,Unassigned,510_0,Clustered,2,VC_510_0,2,0.1931,0.91813282,0.1773,1,1,1,1.0
3400,biochar_6031,Unassigned,Unassigned,Unassigned,566_0,Clustered,4,VC_566_0,4,0.9702,0.96662349,0.9378,1,1,1,1.0
3401,biochar_6034,Unassigned,Unassigned,Unassigned,727_0,Clustered,2,VC_727_0,2,0.8803,0.72985431,0.6425,1,1,1,1.0
3402,biochar_6054,Unassigned,Unassigned,Unassigned,571_0,Clustered,2,VC_571_0,2,0.5836,0.91237788,0.5324,1,1,1,1.0
3403,biochar_6056,Unassigned,Unassigned,Unassigned,818_0,Clustered,2,VC_818_0,2,1.0,1.0,1.0,1,1,1,1.0
3404,biochar_606,Unassigned,Unassigned,Unassigned,295_0,Clustered,9,VC_295_0,9,0.6284,1.0,0.6284,3,2,2,1.0
3405,biochar_6061,Unassigned,Unassigned,Unassigned,403_0,Clustered,3,VC_403_0,3,0.4236,0.99574134,0.4218,1,1,1,1.0
3406,biochar_6064,Unassigned,Unassigned,Unassigned,591_0,Clustered,4,VC_591_0,4,0.9665,0.89435023,0.8644,1,1,1,1.0
3407,biochar_6069,Unassigned,Unassigned,Unassigned,765_0,Clustered,2,VC_765_0,2,1.0,1.0,1.0,1,1,1,1.0
3408,biochar_607,Unassigned,Unassigned,Unassigned,294_0,Clustered,3,VC_294_0,3,0.3634,0.99783898,0.3626,1,1,1,1.0
3409,biochar_6070,Unassigned,Unassigned,Unassigned,805_0,Clustered,2,VC_805_0,2,1.0,1.0,1.0,1,1,1,1.0
3410,biochar_6072,Unassigned,Unassigned,Unassigned,267_0,Clustered,7,VC_267_0,7,0.7353,0.99999938,0.7353,1,1,1,1.0
3411,biochar_608,Unassigned,Unassigned,Unassigned,530_0,Clustered,3,VC_530_0,3,0.5436,0.99188498,0.5391,1,1,1,1.0
3412,biochar_6089,Unassigned,Unassigned,Unassigned,97_0,Clustered,16,VC_97_0,16,0.545,1.0,0.545,1,1,1,1.0
3413,biochar_609,Unassigned,Unassigned,Unassigned,354_0,Clustered,4,VC_354_0,4,0.6061,0.99990862,0.606,1,1,1,1.0
3414,biochar_6093,Unassigned,Unassigned,Unassigned,362_0,Clustered,3,VC_362_0,3,0.9719,0.93067968,0.9045,1,1,1,1.0
3415,biochar_610,Unassigned,Unassigned,Unassigned,639_0,Clustered,2,VC_639_0,2,0.3633,0.85557782,0.3108,1,1,1,1.0
3416,biochar_6100,Unassigned,Unassigned,Unassigned,656_0,Clustered,2,VC_656_0,2,0.8548,0.81445332,0.6962,1,1,1,1.0
3417,biochar_6104,Unassigned,Unassigned,Unassigned,450_0,Clustered,3,VC_450_0,3,0.2394,0.852599,0.2041,1,1,1,1.0
3418,biochar_6105,Unassigned,Unassigned,Unassigned,441_0,Clustered,2,VC_441_0,2,0.4503,0.93376822,0.4205,1,1,1,1.0
3419,biochar_6106,Unassigned,Unassigned,Unassigned,388_0,Clustered,8,VC_388_0,8,0.7561,1.0,0.7561,1,1,1,1.0
3420,biochar_611,Unassigned,Unassigned,Unassigned,295_0,Clustered,9,VC_295_0,9,0.6284,1.0,0.6284,3,2,2,1.0
3421,biochar_6110,Unassigned,Unassigned,Unassigned,569_0,Clustered,3,VC_569_0,3,0.5634,0.99188498,0.5588,1,1,1,1.0
3422,biochar_6114,Unassigned,Unassigned,Unassigned,127_0,Clustered,23,VC_127_0,23,0.6709,1.0,0.6709,1,2,2,1.0
3423,biochar_6119,Unassigned,Unassigned,Unassigned,154_0,Clustered,13,VC_154_0,13,0.6447,1.0,0.6447,1,1,1,1.0
3424,biochar_6137,Unassigned,Unassigned,Unassigned,662_0,Clustered,2,VC_662_0,2,0.3666,0.85557782,0.3137,1,1,1,1.0
3425,biochar_6144,Unassigned,Unassigned,Unassigned,495_0,Clustered,2,VC_495_0,2,0.4075,0.90478487,0.3687,1,1,1,1.0
3426,biochar_616,Unassigned,Unassigned,Unassigned,462_0,Clustered,4,VC_462_0,4,0.6704,0.99979666,0.6703,1,1,1,1.0
3427,biochar_6166,Unassigned,Unassigned,Unassigned,786_0,Clustered,2,VC_786_0,2,1.0,1.0,1.0,1,1,1,1.0
3428,biochar_6167,Unassigned,Unassigned,Unassigned,331_0,Clustered,4,VC_331_0,4,0.8732,0.59870633,0.5228,1,1,1,1.0
3429,biochar_619,Unassigned,Unassigned,Unassigned,480_0,Clustered,2,VC_480_0,2,0.6543,0.90478487,0.592,1,1,1,1.0
3430,biochar_62,Unassigned,Unassigned,Unassigned,405_0,Clustered,3,VC_405_0,3,0.4192,0.99595737,0.4175,1,1,1,1.0
3431,biochar_623,Unassigned,Unassigned,Unassigned,659_0,Clustered,2,VC_659_0,2,0.6467,0.81445332,0.5267,1,1,1,1.0
3432,biochar_624,Unassigned,Unassigned,Unassigned,36_0,Clustered,40,VC_36_0,40,0.6832,1.0,0.6832,3,2,2,0.9859
3433,biochar_625,Unassigned,Unassigned,Unassigned,725_0,Clustered,3,VC_725_0,3,1.0,1.0,1.0,1,1,1,1.0
3434,biochar_627,Unassigned,Unassigned,Unassigned,759_0,Clustered,2,VC_759_0,2,1.0,1.0,1.0,1,1,1,1.0
3435,biochar_628,Unassigned,Unassigned,Unassigned,536_0,Clustered,3,VC_536_0,3,0.6229,0.95931944,0.5976,1,1,1,1.0
3436,biochar_629,Unassigned,Unassigned,Unassigned,207_0,Clustered,8,VC_207_0,8,0.4877,1.0,0.4877,1,1,1,0.9643
3437,biochar_63,Unassigned,Unassigned,Unassigned,145_0,Clustered,7,VC_145_0,7,0.2684,0.99999573,0.2684,1,1,1,1.0
3438,biochar_630,Unassigned,Unassigned,Unassigned,127_0,Clustered,23,VC_127_0,23,0.6709,1.0,0.6709,1,2,2,1.0
3439,biochar_634,Unassigned,Unassigned,Unassigned,173_0,Clustered,2,VC_173_0,2,0.0603,0.95252599,0.0574,1,2,2,1.0
3440,biochar_64,Unassigned,Unassigned,Unassigned,689_0,Clustered,2,VC_689_0,2,0.6828,0.5,0.3414,1,1,1,1.0
3441,biochar_646,Unassigned,Unassigned,Unassigned,283_0,Clustered,15,VC_283_0,15,0.8394,0.99999999,0.8394,1,1,1,1.0
3442,biochar_647,Unassigned,Unassigned,Unassigned,145_0,Clustered,7,VC_145_0,7,0.2684,0.99999573,0.2684,1,1,1,1.0
3443,biochar_651,Unassigned,Unassigned,Unassigned,462_0,Clustered,4,VC_462_0,4,0.6704,0.99979666,0.6703,1,1,1,1.0
3444,biochar_652,Unassigned,Unassigned,Unassigned,214_0,Clustered,4,VC_214_0,4,0.3835,0.9999667,0.3835,1,1,1,1.0
3445,biochar_657,Unassigned,Unassigned,Unassigned,406_0,Clustered,2,VC_406_0,2,0.2419,0.93189513,0.2254,1,1,1,1.0
3446,biochar_658,Unassigned,Unassigned,Unassigned,451_0,Clustered,5,VC_451_0,5,0.1662,0.72365778,0.1203,1,1,1,1.0
3447,biochar_661,Unassigned,Unassigned,Unassigned,138_0,Clustered,13,VC_138_0,13,0.6267,1.0,0.6267,1,1,1,1.0
3448,biochar_662,Unassigned,Unassigned,Unassigned,590_0,Clustered,3,VC_590_0,3,0.7542,0.9595722,0.7237,1,1,1,1.0
3449,biochar_669,Unassigned,Unassigned,Unassigned,318_0,Clustered,2,VC_318_0,2,0.3692,0.94251254,0.348,1,1,1,1.0
3450,biochar_67,Unassigned,Unassigned,Unassigned,233_0,Clustered,5,VC_233_0,5,0.2031,0.99203156,0.2015,1,1,1,0.9
3451,biochar_670,Unassigned,Unassigned,Unassigned,70_0,Clustered,4,VC_70_0,4,0.2048,0.99837225,0.2045,1,1,1,1.0
3452,biochar_675,Unassigned,Unassigned,Unassigned,223_0,Clustered,3,VC_223_0,3,0.2172,0.99791623,0.2167,1,1,1,1.0
3453,biochar_676,Unassigned,Unassigned,Unassigned,359_0,Clustered,2,VC_359_0,2,0.4925,0.93710679,0.4615,1,1,1,1.0
3454,biochar_677,Unassigned,Unassigned,Unassigned,376_0,Clustered,2,VC_376_0,2,0.6592,0.94166128,0.6207,1,1,1,1.0
3455,biochar_678,Unassigned,Unassigned,Unassigned,254_0,Clustered,2,VC_254_0,2,0.3796,0.9316795,0.3537,1,1,1,1.0
3456,biochar_679,Unassigned,Unassigned,Unassigned,79_0,Clustered,20,VC_79_0,20,0.4909,1.0,0.4909,1,2,2,1.0
3457,biochar_68,Unassigned,Unassigned,Unassigned,755_0,Clustered,2,VC_755_0,2,1.0,1.0,1.0,1,1,1,1.0
3458,biochar_680,Unassigned,Unassigned,Unassigned,85_0,Clustered,14,VC_85_0,14,0.516,1.0,0.516,1,1,1,1.0
3459,biochar_685,Unassigned,Unassigned,Unassigned,519_0,Clustered,7,VC_519_0,7,1.0,1.0,1.0,1,1,1,1.0
3460,biochar_687,Unassigned,Unassigned,Unassigned,97_0,Clustered,16,VC_97_0,16,0.545,1.0,0.545,1,1,1,1.0
3461,biochar_688,Unassigned,Unassigned,Unassigned,500_0,Clustered,3,VC_500_0,3,0.6066,0.97359624,0.5906,1,1,1,1.0
3462,biochar_69,Unassigned,Unassigned,Unassigned,506_0,Clustered,2,VC_506_0,2,0.4321,0.87921671,0.3799,1,1,1,1.0
3463,biochar_690,Unassigned,Unassigned,Unassigned,359_0,Clustered,2,VC_359_0,2,0.4925,0.93710679,0.4615,1,1,1,1.0
3464,biochar_691,Unassigned,Unassigned,Unassigned,123_1,Clustered,8,VC_123_1,8,0.4085,1.0,0.4085,1,1,1,1.0
3465,biochar_692,Unassigned,Unassigned,Unassigned,36_0,Clustered,40,VC_36_0,40,0.6832,1.0,0.6832,3,2,2,0.9859
