contig_id,index,pos,proteins,origin,order,family,genus,pos_cluster,pos_clusters,membership,pos_cluster_mbship,predicted_genus,predicted_family,predicted_order
biochar_4989,4457,4457,17,,,,,193,,1.0,193.0,Non affiliated,Non affiliated,Non affiliated
biochar_499,4458,4458,67,,,,,697,,1.0,697.0,Non affiliated,Non affiliated,Non affiliated
biochar_4991,4459,4459,12,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_4992,4460,4460,16,,,,,611,,1.0,611.0,Non affiliated,Non affiliated,Non affiliated
biochar_4995,4461,4461,21,,,,,704,,1.0,704.0,Non affiliated,Non affiliated,Non affiliated
biochar_4997,4462,4462,15,,,,,154,,1.0,154.0,Non affiliated,Non affiliated,Non affiliated
biochar_4998,4463,4463,30,,,,,827,,1.0,827.0,Non affiliated,Non affiliated,Non affiliated
biochar_4999,4464,4464,21,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5,4465,4465,237,,,,,279,,1.0,279.0,Non affiliated,Non affiliated,Non affiliated
biochar_50,4466,4466,129,,,,,304,304;496,1.0,304.0,Non affiliated,Non affiliated,Non affiliated
biochar_500,4467,4467,64,,,,,36,,1.0,36.0,Epsilon15virus,Podoviridae,Caudovirales
biochar_5000,4468,4468,10,,,,,605,,1.0,605.0,Non affiliated,Non affiliated,Non affiliated
biochar_5001,4469,4469,16,,,,,333,,1.0,333.0,Non affiliated,Non affiliated,Non affiliated
biochar_5002,4470,4470,16,,,,,97,,1.0,97.0,Non affiliated,Non affiliated,Non affiliated
biochar_5005,4471,4471,17,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5008,4472,4472,14,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5009,4473,4473,15,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_501,4474,4474,51,,,,,36,36;120;570,1.0,36.0,Epsilon15virus,Podoviridae,Caudovirales
biochar_5010,4475,4475,14,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5013,4476,4476,22,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5014,4477,4477,28,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5015,4478,4478,15,,,,,567,,1.0,567.0,Non affiliated,Non affiliated,Non affiliated
biochar_5016,4479,4479,14,,,,,155,,1.0,155.0,Non affiliated,Non affiliated,Non affiliated
biochar_5019,4480,4480,17,,,,,286,,1.0,286.0,Non affiliated,Non affiliated,Non affiliated
biochar_502,4481,4481,64,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5022,4482,4482,10,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5024,4483,4483,9,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5025,4484,4484,16,,,,,118,,1.0,118.0,Non affiliated,Non affiliated,Non affiliated
biochar_5029,4485,4485,21,,,,,518,,1.0,518.0,Non affiliated,Non affiliated,Non affiliated
biochar_503,4486,4486,73,,,,,565,,1.0,565.0,Non affiliated,Non affiliated,Non affiliated
biochar_5032,4487,4487,24,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5033,4488,4488,10,,,,,128,,1.0,128.0,Non affiliated,Non affiliated,Non affiliated
biochar_5034,4489,4489,19,,,,,44,,1.0,44.0,Non affiliated,Non affiliated,Non affiliated
biochar_5039,4490,4490,19,,,,,806,,1.0,806.0,Non affiliated,Non affiliated,Non affiliated
biochar_504,4491,4491,67,,,,,184,,1.0,184.0,Non affiliated,Non affiliated,Non affiliated
biochar_5040,4492,4492,11,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5041,4493,4493,19,,,,,563,,1.0,563.0,Non affiliated,Non affiliated,Non affiliated
biochar_5043,4494,4494,17,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5045,4495,4495,16,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_505,4496,4496,72,,,,,184,,1.0,184.0,Non affiliated,Non affiliated,Non affiliated
biochar_5051,4497,4497,20,,,,,384,,1.0,384.0,Non affiliated,Non affiliated,Non affiliated
biochar_5053,4498,4498,10,,,,,199,,1.0,199.0,Non affiliated,Non affiliated,Non affiliated
biochar_5054,4499,4499,18,,,,,815,,1.0,815.0,Non affiliated,Non affiliated,Non affiliated
biochar_5055,4500,4500,29,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5056,4501,4501,11,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5058,4502,4502,18,,,,,559,,1.0,559.0,Non affiliated,Non affiliated,Non affiliated
biochar_506,4503,4503,69,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5060,4504,4504,20,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5062,4505,4505,13,,,,,36,,1.0,36.0,Epsilon15virus,Podoviridae,Caudovirales
biochar_5067,4506,4506,22,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5069,4507,4507,25,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_507,4508,4508,84,,,,,315,,1.0,315.0,Non affiliated,Non affiliated,Non affiliated
biochar_5070,4509,4509,8,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5075,4510,4510,16,,,,,358,,1.0,358.0,Non affiliated,Non affiliated,Non affiliated
biochar_5076,4511,4511,15,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5077,4512,4512,15,,,,,789,,1.0,789.0,Non affiliated,Non affiliated,Non affiliated
biochar_508,4513,4513,57,,,,,36,36;120,1.0,36.0,Epsilon15virus,Podoviridae,Caudovirales
biochar_5080,4514,4514,16,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5081,4515,4515,19,,,,,51,,1.0,51.0,Non affiliated,Non affiliated,Non affiliated
biochar_5087,4516,4516,12,,,,,128,,1.0,128.0,Non affiliated,Non affiliated,Non affiliated
biochar_509,4517,4517,80,,,,,315,,1.0,315.0,Non affiliated,Non affiliated,Non affiliated
biochar_5093,4518,4518,20,,,,,650,,1.0,650.0,Non affiliated,Non affiliated,Non affiliated
biochar_5096,4519,4519,14,,,,,456,,1.0,456.0,Non affiliated,Non affiliated,Non affiliated
biochar_5097,4520,4520,19,,,,,795,,1.0,795.0,Non affiliated,Non affiliated,Non affiliated
biochar_5098,4521,4521,20,,,,,821,,1.0,821.0,Non affiliated,Non affiliated,Non affiliated
biochar_51,4522,4522,128,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_510,4523,4523,72,,,,,513,,1.0,513.0,Non affiliated,Non affiliated,Non affiliated
biochar_5102,4524,4524,15,,,,,527,,1.0,527.0,Non affiliated,Non affiliated,Non affiliated
biochar_5103,4525,4525,11,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5104,4526,4526,24,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5107,4527,4527,20,,,,,91,,1.0,91.0,Non affiliated,Non affiliated,Non affiliated
biochar_5109,4528,4528,19,,,,,726,,1.0,726.0,Non affiliated,Non affiliated,Non affiliated
biochar_511,4529,4529,77,,,,,346,,1.0,346.0,Non affiliated,Non affiliated,Non affiliated
biochar_5110,4530,4530,13,,,,,770,,1.0,770.0,Non affiliated,Non affiliated,Non affiliated
biochar_5113,4531,4531,16,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5115,4532,4532,13,,,,,422,,1.0,422.0,Non affiliated,Non affiliated,Non affiliated
biochar_5119,4533,4533,13,,,,,388,,1.0,388.0,Non affiliated,Non affiliated,Non affiliated
biochar_512,4534,4534,81,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5125,4535,4535,21,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5126,4536,4536,16,,,,,381,,1.0,381.0,Non affiliated,Non affiliated,Non affiliated
biochar_5127,4537,4537,18,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5129,4538,4538,25,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_513,4539,4539,55,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5133,4540,4540,12,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5136,4541,4541,25,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5137,4542,4542,13,,,,,529,,1.0,529.0,Non affiliated,Non affiliated,Non affiliated
biochar_5138,4543,4543,27,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_514,4544,4544,60,,,,,490,,1.0,490.0,Non affiliated,Non affiliated,Non affiliated
biochar_5142,4545,4545,16,,,,,219,,1.0,219.0,Non affiliated,Non affiliated,Non affiliated
biochar_5144,4546,4546,15,,,,,830,,1.0,830.0,Non affiliated,Non affiliated,Non affiliated
biochar_5146,4547,4547,10,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5147,4548,4548,10,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5148,4549,4549,18,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_515,4550,4550,68,,,,,51,,1.0,51.0,Non affiliated,Non affiliated,Non affiliated
biochar_5152,4551,4551,15,,,,,348,,1.0,348.0,Non affiliated,Non affiliated,Non affiliated
biochar_5153,4552,4552,12,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5155,4553,4553,18,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5156,4554,4554,11,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5157,4555,4555,14,,,,,831,,1.0,831.0,Non affiliated,Non affiliated,Non affiliated
biochar_5158,4556,4556,10,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_516,4557,4557,77,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5160,4558,4558,17,,,,,97,,1.0,97.0,Non affiliated,Non affiliated,Non affiliated
biochar_517,4559,4559,57,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5172,4560,4560,12,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5178,4561,4561,24,,,,,828,,1.0,828.0,Non affiliated,Non affiliated,Non affiliated
biochar_5180,4562,4562,11,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5181,4563,4563,15,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5186,4564,4564,13,,,,,155,,1.0,155.0,Non affiliated,Non affiliated,Non affiliated
biochar_5187,4565,4565,22,,,,,292,,1.0,292.0,Non affiliated,Non affiliated,Non affiliated
biochar_519,4566,4566,63,,,,,184,,1.0,184.0,Non affiliated,Non affiliated,Non affiliated
biochar_5192,4567,4567,15,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5194,4568,4568,16,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5195,4569,4569,16,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5196,4570,4570,7,,,,,9,,1.0,9.0,Non affiliated,Non affiliated,Non affiliated
biochar_520,4571,4571,65,,,,,158,,1.0,158.0,Non affiliated,Non affiliated,Non affiliated
biochar_5203,4572,4572,13,,,,,10,10;399,1.0,10.0,Non affiliated,Podoviridae,Caudovirales
biochar_5207,4573,4573,13,,,,,127,,1.0,127.0,Non affiliated,Podoviridae,Caudovirales
biochar_5208,4574,4574,21,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5209,4575,4575,14,,,,,200,,1.0,200.0,Non affiliated,Non affiliated,Non affiliated
biochar_521,4576,4576,60,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5216,4577,4577,20,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5217,4578,4578,14,,,,,79,,1.0,79.0,Non affiliated,Podoviridae,Caudovirales
biochar_5218,4579,4579,15,,,,,128,,1.0,128.0,Non affiliated,Non affiliated,Non affiliated
biochar_5221,4580,4580,17,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5222,4581,4581,26,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5225,4582,4582,34,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5226,4583,4583,16,,,,,466,,1.0,466.0,Non affiliated,Non affiliated,Non affiliated
biochar_5229,4584,4584,12,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5230,4585,4585,14,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5231,4586,4586,10,,,,,730,,1.0,730.0,Non affiliated,Non affiliated,Non affiliated
biochar_5234,4587,4587,12,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5236,4588,4588,31,,,,,732,,1.0,732.0,Non affiliated,Non affiliated,Non affiliated
biochar_5238,4589,4589,15,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5239,4590,4590,11,,,,,343,,1.0,343.0,Non affiliated,Non affiliated,Non affiliated
biochar_524,4591,4591,71,,,,,116,,1.0,116.0,Non affiliated,Non affiliated,Non affiliated
biochar_5241,4592,4592,10,,,,,832,,1.0,832.0,Non affiliated,Non affiliated,Non affiliated
biochar_5242,4593,4593,14,,,,,550,,1.0,550.0,Non affiliated,Non affiliated,Non affiliated
biochar_5245,4594,4594,16,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5249,4595,4595,21,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5250,4596,4596,23,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5251,4597,4597,14,,,,,403,,1.0,403.0,Non affiliated,Non affiliated,Non affiliated
biochar_5252,4598,4598,10,,,,,383,,1.0,383.0,Non affiliated,Non affiliated,Non affiliated
biochar_5254,4599,4599,17,,,,,267,,1.0,267.0,Non affiliated,Non affiliated,Non affiliated
biochar_5256,4600,4600,17,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5257,4601,4601,17,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5260,4602,4602,15,,,,,680,,1.0,680.0,Non affiliated,Non affiliated,Non affiliated
biochar_5261,4603,4603,17,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5264,4604,4604,16,,,,,800,,1.0,800.0,Non affiliated,Non affiliated,Non affiliated
biochar_5266,4605,4605,15,,,,,356,,1.0,356.0,Non affiliated,Non affiliated,Non affiliated
biochar_5272,4606,4606,20,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5274,4607,4607,12,,,,,178,,1.0,178.0,Non affiliated,Non affiliated,Non affiliated
biochar_5276,4608,4608,14,,,,,219,,1.0,219.0,Non affiliated,Non affiliated,Non affiliated
biochar_5279,4609,4609,14,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_528,4610,4610,72,,,,,294,,1.0,294.0,Non affiliated,Non affiliated,Non affiliated
biochar_5282,4611,4611,14,,,,,36,,1.0,36.0,Epsilon15virus,Podoviridae,Caudovirales
biochar_5289,4612,4612,11,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_529,4613,4613,65,,,,,184,,1.0,184.0,Non affiliated,Non affiliated,Non affiliated
biochar_5291,4614,4614,19,,,,,131,,1.0,131.0,Nonanavirus,Myoviridae,Caudovirales
biochar_5293,4615,4615,14,,,,,833,,1.0,833.0,Non affiliated,Non affiliated,Non affiliated
biochar_5294,4616,4616,17,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5296,4617,4617,9,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_53,4618,4618,124,,,,,304,,1.0,304.0,Non affiliated,Non affiliated,Non affiliated
biochar_5303,4619,4619,16,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5304,4620,4620,9,,,,,283,,1.0,283.0,Non affiliated,Non affiliated,Non affiliated
biochar_5307,4621,4621,8,,,,,553,,1.0,553.0,Non affiliated,Non affiliated,Non affiliated
biochar_531,4622,4622,61,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5313,4623,4623,10,,,,,189,,1.0,189.0,Non affiliated,Non affiliated,Non affiliated
biochar_5314,4624,4624,22,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5322,4625,4625,14,,,,,230,,1.0,230.0,Non affiliated,Non affiliated,Non affiliated
biochar_533,4626,4626,77,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5330,4627,4627,18,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5332,4628,4628,24,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5333,4629,4629,14,,,,,717,,1.0,717.0,Non affiliated,Non affiliated,Non affiliated
biochar_5334,4630,4630,22,,,,,612,,1.0,612.0,Non affiliated,Non affiliated,Non affiliated
biochar_5335,4631,4631,14,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5336,4632,4632,14,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5339,4633,4633,23,,,,,118,,1.0,118.0,Non affiliated,Non affiliated,Non affiliated
biochar_534,4634,4634,73,,,,,283,,1.0,283.0,Non affiliated,Non affiliated,Non affiliated
biochar_5340,4635,4635,23,,,,,215,,1.0,215.0,Non affiliated,Non affiliated,Non affiliated
biochar_5342,4636,4636,8,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5343,4637,4637,9,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5344,4638,4638,16,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5346,4639,4639,17,,,,,510,,1.0,510.0,Non affiliated,Non affiliated,Non affiliated
biochar_535,4640,4640,69,,,,,541,,1.0,541.0,Non affiliated,Non affiliated,Non affiliated
biochar_5350,4641,4641,8,,,,,283,,1.0,283.0,Non affiliated,Non affiliated,Non affiliated
biochar_5351,4642,4642,17,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5352,4643,4643,16,,,,,830,,1.0,830.0,Non affiliated,Non affiliated,Non affiliated
biochar_5354,4644,4644,12,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5358,4645,4645,15,,,,,392,,1.0,392.0,Non affiliated,Non affiliated,Non affiliated
biochar_5359,4646,4646,12,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5360,4647,4647,7,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5362,4648,4648,28,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5363,4649,4649,24,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_537,4650,4650,85,,,,,40,40;44,1.0,40.0,Non affiliated,Non affiliated,Non affiliated
biochar_5376,4651,4651,11,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5378,4652,4652,7,,,,,493,,1.0,493.0,Non affiliated,Non affiliated,Non affiliated
biochar_5380,4653,4653,27,,,,,362,,1.0,362.0,Non affiliated,Non affiliated,Non affiliated
biochar_5382,4654,4654,27,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5384,4655,4655,13,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5387,4656,4656,30,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5389,4657,4657,10,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5391,4658,4658,7,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5392,4659,4659,14,,,,,829,,1.0,829.0,Non affiliated,Non affiliated,Non affiliated
biochar_5397,4660,4660,20,,,,,834,,1.0,834.0,Non affiliated,Non affiliated,Non affiliated
biochar_5399,4661,4661,11,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_54,4662,4662,110,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_540,4663,4663,76,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5400,4664,4664,17,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5406,4665,4665,21,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5408,4666,4666,15,,,,,601,,1.0,601.0,Non affiliated,Non affiliated,Non affiliated
biochar_541,4667,4667,51,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5410,4668,4668,17,,,,,230,,1.0,230.0,Non affiliated,Non affiliated,Non affiliated
biochar_5413,4669,4669,14,,,,,360,,1.0,360.0,Non affiliated,Non affiliated,Non affiliated
biochar_5415,4670,4670,13,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5417,4671,4671,16,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5420,4672,4672,19,,,,,817,,1.0,817.0,Non affiliated,Non affiliated,Non affiliated
biochar_5421,4673,4673,14,,,,,487,,1.0,487.0,Non affiliated,Non affiliated,Non affiliated
biochar_5425,4674,4674,15,,,,,213,213;229;418,1.0,213.0,Non affiliated,Podoviridae,Caudovirales
biochar_5427,4675,4675,14,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_543,4676,4676,63,,,,,734,,1.0,734.0,Non affiliated,Non affiliated,Non affiliated
biochar_5432,4677,4677,15,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5433,4678,4678,14,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5435,4679,4679,14,,,,,85,85;86,1.0,85.0,Non affiliated,Non affiliated,Non affiliated
biochar_5439,4680,4680,21,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_544,4681,4681,77,,,,,64,,1.0,64.0,Non affiliated,Non affiliated,Non affiliated
biochar_5440,4682,4682,19,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5448,4683,4683,17,,,,,433,,1.0,433.0,Non affiliated,Non affiliated,Non affiliated
biochar_5449,4684,4684,17,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_545,4685,4685,66,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5451,4686,4686,17,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5454,4687,4687,18,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5458,4688,4688,26,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5462,4689,4689,19,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5463,4690,4690,23,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5467,4691,4691,19,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5469,4692,4692,17,,,,,165,,1.0,165.0,Non affiliated,Non affiliated,Non affiliated
biochar_547,4693,4693,71,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5471,4694,4694,11,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5472,4695,4695,15,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5474,4696,4696,12,,,,,601,,1.0,601.0,Non affiliated,Non affiliated,Non affiliated
biochar_5476,4697,4697,27,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5480,4698,4698,23,,,,,797,,1.0,797.0,Non affiliated,Non affiliated,Non affiliated
biochar_5485,4699,4699,18,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5486,4700,4700,16,,,,,86,,1.0,86.0,Non affiliated,Non affiliated,Non affiliated
biochar_5487,4701,4701,19,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5489,4702,4702,13,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5490,4703,4703,11,,,,,726,,1.0,726.0,Non affiliated,Non affiliated,Non affiliated
biochar_5491,4704,4704,12,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5492,4705,4705,27,,,,,362,,1.0,362.0,Non affiliated,Non affiliated,Non affiliated
biochar_5496,4706,4706,16,,,,,358,,1.0,358.0,Non affiliated,Non affiliated,Non affiliated
biochar_55,4707,4707,117,,,,,177,,1.0,177.0,Non affiliated,Non affiliated,Non affiliated
biochar_5500,4708,4708,11,,,,,594,,1.0,594.0,Non affiliated,Non affiliated,Non affiliated
biochar_5501,4709,4709,17,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5508,4710,4710,24,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5510,4711,4711,22,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5511,4712,4712,17,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5515,4713,4713,14,,,,,86,86;380,1.0,86.0,Non affiliated,Non affiliated,Non affiliated
biochar_5516,4714,4714,11,,,,,36,,1.0,36.0,Epsilon15virus,Podoviridae,Caudovirales
biochar_5517,4715,4715,12,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5518,4716,4716,17,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5519,4717,4717,15,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5521,4718,4718,12,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5522,4719,4719,10,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5526,4720,4720,14,,,,,233,,1.0,233.0,Non affiliated,Non affiliated,Non affiliated
biochar_5527,4721,4721,15,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_553,4722,4722,75,,,,,599,599;639,1.0,599.0,Non affiliated,Non affiliated,Non affiliated
biochar_5530,4723,4723,17,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5535,4724,4724,13,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5536,4725,4725,30,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5537,4726,4726,13,,,,,831,,1.0,831.0,Non affiliated,Non affiliated,Non affiliated
biochar_5538,4727,4727,15,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5545,4728,4728,14,,,,,792,,1.0,792.0,Non affiliated,Non affiliated,Non affiliated
biochar_555,4729,4729,84,,,,,85,85;86,1.0,85.0,Non affiliated,Non affiliated,Non affiliated
biochar_5551,4730,4730,21,,,,,452,,1.0,452.0,Non affiliated,Non affiliated,Non affiliated
biochar_5552,4731,4731,10,,,,,690,,1.0,690.0,Non affiliated,Non affiliated,Non affiliated
biochar_5553,4732,4732,14,,,,,439,,1.0,439.0,Non affiliated,Non affiliated,Non affiliated
biochar_5556,4733,4733,15,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5557,4734,4734,26,,,,,569,,1.0,569.0,Non affiliated,Non affiliated,Non affiliated
biochar_556,4735,4735,74,,,,,522,,1.0,522.0,Non affiliated,Non affiliated,Non affiliated
biochar_5560,4736,4736,20,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5561,4737,4737,12,,,,,117,,1.0,117.0,Non affiliated,Non affiliated,Non affiliated
biochar_5562,4738,4738,10,,,,,782,,1.0,782.0,Non affiliated,Non affiliated,Non affiliated
biochar_5567,4739,4739,19,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_5568,4740,4740,23,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
